Date,Round Steak,Ground Beef,Pork Chops,Chicken,Bacon,Milk,Cheese,Eggs,Bread,Macaroni,Flour,Apples,Bananas,Potatoes,Sugar
6/1/1998,2.776,1.388,3.85,1.016,2.457,2.622,3.516,0.932,0.859,0.895,0.305,0.955,0.507,0.39,0.431
7/1/1998,2.892,1.447,3.859,1.032999999,2.517,2.628,3.636,0.971,0.867,0.887,0.307,1,0.53,0.392,0.432
8/1/1998,2.889,1.426,3.845,1.059,2.513,2.717,3.479,1.053,0.869,0.89,0.31,0.99,0.489,0.382,0.436
9/1/1998,2.879,1.361,3.731,1.074,2.576,2.757,3.617,1.022,0.86,0.877,0.305,0.971,0.476,0.376,0.432
10/1/1998,2.873,1.393,3.814,1.076,2.567,2.785,3.63,1.048,0.849,0.895,0.301,0.902,0.47,0.379,0.423
11/1/1998,2.881,1.442,3.655,1.084,2.619,2.8,3.803,1.077,0.855,0.87,0.287,0.878,0.487,0.37,0.425000001
12/1/1998,2.88,1.387999999,3.676,1.06,2.58,2.859,3.738,1.089,0.865999999,0.877,0.279,0.854,0.51,0.375,0.427
1/1/1999,2.809,1.382,3.599,1.072,2.523,2.94,3.814,1.053,0.872,0.872,0.297,0.859999999,0.489,0.381,0.436
2/1/1999,2.825,1.431,3.738,1.064,2.52,3.004,3.723,1.078,0.88,0.88,0.293,0.87,0.509,0.382,0.43
3/1/1999,2.834,1.404000001,3.617,1.057,2.507,3.003,3.878,1.005000001,0.883,0.883,0.289,0.852,0.506,0.384,0.437
4/1/1999,2.883,1.429,3.627,1.056999999,2.445,2.707,3.748,0.942,0.897,0.888,0.283,0.87,0.482,0.38,0.432
5/1/1999,2.829,1.444,3.655,1.026,2.474,2.716,3.806,0.9,0.886,0.887,0.306,0.881,0.492000001,0.388,0.436
6/1/1999,2.767,1.448,3.696,1.041,2.504,2.704,3.779,0.949,0.885,0.882,0.303,0.893,0.502,0.391,0.431
7/1/1999,2.804,1.435,3.781,1.045,2.503,2.706,3.736,0.88,0.893,0.88,0.308,0.905,0.494,0.411,0.432
8/1/1999,2.848,1.442,3.851,1.043,2.543,2.719,3.866,1.02,0.884,0.877,0.311,0.921,0.49,0.429,0.431000001
9/1/1999,2.906,1.484,3.8,1.08,2.58,2.794,3.884,0.956,0.878,0.882,0.31,0.971999999,0.481,0.413,0.437
10/1/1999,2.874,1.496,3.843,1.055,2.57,2.964,3.858,0.888,0.889,0.849,0.288,0.919,0.471,0.393,0.438
11/1/1999,2.934,1.518,3.772,1.078,2.658,2.981,3.789,0.92,0.899,0.882000001,0.272,0.902,0.48,0.384,0.426
12/1/1999,3.063,1.528,3.747,1.053,2.752,2.875,3.85,0.92,0.899,0.881,0.267,0.918000001,0.493999999,0.395000001,0.426
1/1/2000,2.941,1.483,3.795,1.059,2.75,2.785,3.843,0.975,0.907000001,0.881,0.286,0.952,0.49,0.392,0.437
2/1/2000,2.969,1.516,3.943,1.046,2.871,2.777,3.731,0.962,0.924,0.843,0.267000001,0.974,0.528,0.401,0.432
3/1/2000,2.996,1.532,3.888,1.064,2.928,2.748,3.845,0.931,0.924,0.859,0.285,0.96,0.517,0.393,0.429
4/1/2000,2.992,1.584,3.902,1.069,2.953,2.773,3.747,0.939,0.926999999,0.866,0.283000001,0.957,0.509999999,0.388,0.414
5/1/2000,3.041,1.57,3.955,1.052,3.006,2.782,3.692,0.852,0.915,0.859,0.302,0.927,0.509,0.378999999,0.424
6/1/2000,3.054,1.556,3.88,1.069000001,3.132,2.763,3.622,0.838,0.915,0.83,0.305,0.918,0.506,0.376,0.428
7/1/2000,3.048,1.574,3.896,1.089,3.168,2.781,3.628,0.868,0.935,0.858,0.305,0.94,0.512,0.39,0.425
8/1/2000,3.023,1.611,3.928,1.086,3.2,2.807,3.649,0.893,0.923,0.858,0.304,0.928,0.490000001,0.4,0.424
9/1/2000,3.062999999,1.579,3.885,1.087,3.209,2.809,3.65,0.92,0.918,0.859,0.303,0.922,0.488,0.374,0.424
10/1/2000,3.093000001,1.582,3.893,1.09,3.069,2.805,3.64,0.923,0.934,0.877,0.306,0.899,0.496,0.367,0.425
11/1/2000,3.161,1.621,3.85,1.065,3.053,2.753,3.639,0.902,0.953,0.872,0.262,0.833,0.479,0.351,0.413
12/1/2000,3.062,1.625,3.889000001,1.077999999,3.028,2.785,3.693,0.959,0.987,0.884,0.275,0.816,0.487,0.347,0.414000001
1/1/2001,3.156,1.693,3.901,1.091,2.994,2.852,3.674,1.011,0.982,0.899,0.303999999,0.808,0.5,0.355,0.428
2/1/2001,3.358,1.732,3.933,1.09,3.065,2.847,3.693,0.943,0.994,0.882,0.307,0.83,0.496,0.348,0.435
3/1/2001,3.337,1.740000001,3.958999999,1.103,3.159,2.76,3.723,0.886,1.02,0.894,0.311999999,0.845,0.51,0.356,0.437
4/1/2001,3.396,1.763,4.062,1.100999999,3.114,2.845,3.738,1.028,1.008,0.889,0.276,0.833999999,0.492,0.362,0.429
5/1/2001,3.349,1.735,3.892,1.095,3.256,2.893,3.862,0.881,0.995,0.91,0.31,0.848,0.509,0.363,0.438
6/1/2001,3.341,1.703,3.981,1.106,3.253,2.911,3.949,0.92,0.989,0.912000001,0.313,0.89,0.506,0.388,0.435
7/1/2001,3.31,1.679999999,3.923,1.102,3.324,2.932999999,3.928,0.862,0.987,0.911,0.315,0.892,0.523,0.409,0.443
8/1/2001,3.299,1.634,4.026,1.11,3.468,2.89,3.917999999,0.929,0.991,0.931000001,0.318,0.898,0.519,0.439,0.433
9/1/2001,3.237,1.717,4.075,1.107,3.487,2.941,3.984,0.916,0.996,0.925,0.296,0.874,0.508,0.422,0.442
10/1/2001,3.311,1.713,4.091000001,1.115,3.338,2.954,4.023,0.916,1.01,0.918,0.309,0.894,0.503,0.418,0.44
11/1/2001,3.294,1.747,3.866,1.133,3.296999999,2.890000001,3.970999999,0.935,1.012,0.91,0.286,0.915,0.509,0.41,0.425
12/1/2001,3.279000001,1.713,3.963,1.109,3.3,2.895000001,3.994,0.925,1.005,0.909000001,0.282,0.893,0.505,0.41,0.425
1/1/2002,3.246,1.734,4.011999999,1.091,3.271,2.812000001,3.937,0.973,1.001,0.912,0.319,0.877,0.509,0.426,0.441
2/1/2002,3.28,1.7,4.057,1.111,3.317,2.807,3.869000001,0.996,1.008,0.902,0.318000001,0.892,0.504000001,0.447,0.437000001
3/1/2002,3.343,1.74,3.932,1.11,3.266,2.816,3.885,1.003,1.012,0.917,0.31,0.915,0.519000001,0.465,0.426000001
4/1/2002,3.263,1.784,3.917,1.11,3.257,2.779,3.93,1.047,1.005,0.927,0.307,0.91,0.504,0.493,0.444
5/1/2002,3.559,1.737,3.895,1.094,3.181999999,2.782,3.867999999,0.997,1.012,0.901,0.323,0.921000001,0.515000001,0.508,0.427
6/1/2002,3.327,1.719,3.877,1.066,3.193,2.768,3.856,0.975000001,1.010999999,0.935,0.325000001,0.938,0.512,0.517,0.43
7/1/2002,3.410999999,1.659,3.917,1.076999999,3.230999999,2.746999999,3.783,0.99,1.015,0.925,0.32,0.968,0.517,0.549,0.433
8/1/2002,3.367,1.668999999,3.832,1.035,3.269000001,2.719999999,3.895,1.053,1.012,0.916,0.322,0.977,0.499,0.559,0.433
9/1/2002,3.276000001,1.676,3.836999999,1.074,3.155,2.728,3.841,1.055,1.016,0.894,0.321999999,1.011,0.497999999,0.511,0.437
10/1/2002,3.283,1.720999999,3.744,1.027000001,3.24,2.727,3.92,1.039,1.015,0.923999999,0.289,1.001,0.504,0.492,0.424
11/1/2002,3.288,1.721,3.705,1.044,3.211,2.719000001,3.941,1.079999999,1.054000001,0.935,0.291,0.98,0.505,0.473,0.419
12/1/2002,3.368,1.693,3.643,1.048,3.242,2.682,3.842,1.176,1.026,0.933,0.292,0.984999999,0.504,0.478999999,0.421
1/1/2003,3.342,1.722,3.738,1.004,3.195,2.686,3.712999999,1.175,1.042,0.925,0.316,0.977,0.526,0.483,0.43
2/1/2003,3.618,1.778,3.721,1.030999999,3.281,2.689,3.844,1.189,1.048,0.956,0.299,0.967999999,0.508,0.471999999,0.427
3/1/2003,3.535,1.858,3.84,1.049,3.216,2.656,3.814,1.209,1.042,0.986,0.319,0.948,0.512999999,0.463,0.427
4/1/2003,3.444,1.855,3.811000001,1.053000001,3.287,2.674,3.76,1.131,1.047,0.95,0.318,0.972,0.517,0.466,0.427
5/1/2003,3.376,1.855999999,3.882,1.031,3.086,2.685,3.588999999,1.009,1.001,0.956,0.327,0.992,0.505,0.466,0.431000001
6/1/2003,3.450000001,1.932,3.767,1.033,3.136,2.676,3.769,1.199,0.961,0.953,0.327,0.992,0.521,0.461999999,0.429
7/1/2003,3.49,1.877999999,3.876000001,1.026999999,3.155,2.708,3.687999999,1.15,1.002,0.989,0.328000001,1.006,0.514,0.463999999,0.431
8/1/2003,3.532000001,2.006,3.756,1.023,3.228999999,2.666,3.815,1.276999999,0.996,0.897000001,0.329,1.016,0.514,0.464,0.435
9/1/2003,3.627,2.022,3.844,1.022,3.219,2.904,3.803,1.257,0.994,0.87,0.317,1.023,0.494,0.444,0.426000001
10/1/2003,3.667,2.01,3.836,1.022000001,3.161,2.905,3.714,1.33,0.969,0.862,0.287999999,0.936,0.49,0.441,0.425
11/1/2003,3.914,2.256,3.718,1.068,3.228000001,2.937,3.905,1.448,0.953,0.928,0.285,0.97,0.498,0.438,0.411
12/1/2003,4.001,2.231999999,3.716,1.05,3.182,2.947,3.843,1.559,0.954,0.92,0.287,0.957,0.503999999,0.439,0.422
1/1/2004,3.919,2.26,3.818,1.061999999,3.157,2.879,3.813,1.573,0.946,0.921,0.307,1.019,0.512,0.457,0.429
2/1/2004,3.912,2.250000001,3.819,1.06,3.189,2.814,3.937,1.583,0.943,0.919,0.302,1.05,0.504,0.446,0.426
3/1/2004,3.791,2.196,3.817,1.1,3.129,2.786000001,3.895,1.625,0.947000001,0.92,0.3,1.05,0.5,0.458999999,0.426
4/1/2004,3.847,2.088999999,3.789,1.12,3.196,2.906000001,3.848,1.562,0.974000001,0.918,0.283,1.04,0.505,0.461,0.427
5/1/2004,3.827000001,2.125,3.903,1.038999999,3.33,3.374,4.052,1.372,0.960000001,0.961,0.297,1.065,0.491,0.435,0.425
6/1/2004,3.804,2.078,4.066,1.060000001,3.42,3.574,4.09,1.311,0.979,0.969,0.312,1.076000001,0.498,0.462,0.424999999
7/1/2004,3.719999999,2.095,4.093,1.077,3.47,3.479,4.077,1.253,0.985,0.97,0.324,1.099,0.51,0.470999999,0.429
8/1/2004,3.852999999,2.129999999,4.021000001,1.092,3.621999999,3.297,4.112999999,1.277,0.996,0.966,0.324,1.104,0.507,0.464,0.426
9/1/2004,3.863000001,2.121,4.043,1.078,3.589,3.149,4.03,1.145000001,0.985,0.974,0.307,1.085,0.488,0.446,0.426000001
10/1/2004,3.868999999,2.209999999,3.905000001,1.078,3.606,3.161,4.032000001,1.089,0.972,0.934,0.299,0.992,0.485,0.449999999,0.426
11/1/2004,3.856,2.216,3.816,1.039000001,3.438,3.219000001,3.988,1.085,0.976,0.958,0.291,0.985,0.469,0.443,0.422
12/1/2004,3.908,2.14,3.736,1.03,3.369,3.233,3.937,1.199,0.970000001,0.948,0.285,0.95,0.474,0.449,0.43
1/1/2005,3.987,2.191,3.937000001,1.026,3.366999999,3.304,3.876,1.211,0.997,0.945,0.325,0.966,0.485000001,0.458,0.437
2/1/2005,4.045,2.229,3.905,1.038,3.394999999,3.176,3.873,1.284,0.982,0.938,0.326000001,0.974,0.502,0.448,0.435
3/1/2005,4.131,2.218000001,3.897,1.061,3.355,3.226,3.843,1.132,1.002,0.959,0.325999999,0.920000001,0.507,0.439999999,0.432999999
4/1/2005,4.069,2.309,3.808,1.07,3.331,3.225,3.84,1.164,1.004,0.958,0.322,0.869,0.503,0.449999999,0.436
5/1/2005,4.146,2.363,3.599,1.052,3.56,3.207,3.776,1.185,1.086,0.902999999,0.329,0.915,0.497,0.452,0.427
6/1/2005,4.145,2.338,3.814,1.075,3.457,3.122,3.829,1.139,1.09,0.869,0.337,0.974,0.493,0.455000001,0.428
7/1/2005,3.989,2.299,3.757,1.067,3.478,3.09,3.895,1.165,1.067,0.84,0.34,0.965,0.494,0.477,0.424
8/1/2005,3.813,2.422,3.767000001,1.042,3.442,3.136,3.926,1.166,1.06,0.902000001,0.341,0.977000001,0.487,0.490999999,0.432
9/1/2005,3.889000001,2.377,3.765999999,1.056,3.404,3.133,3.948,1.279,1.052,0.860000001,0.328999999,0.966999999,0.485,0.482,0.437
10/1/2005,3.915,2.206,3.74,1.062,3.327,3.171,3.903,1.264,1.043000001,0.893,0.311,0.940000001,0.491,0.505000001,0.442
11/1/2005,3.923999999,2.302,3.653,1.059,3.262,3.211,3.945,1.279,1.055,0.847,0.298,0.954999999,0.479999999,0.499,0.445
12/1/2005,3.904,2.303,3.635,1.061,3.327,3.241,3.914999999,1.349999999,1.046,0.87,0.303,0.971000001,0.482,0.498,0.448999999
1/1/2006,3.961,2.277,3.726,1.062,3.364,3.197,3.938,1.449,1.046,0.837,0.328,0.962999999,0.49,0.504,0.461
2/1/2006,4.003,2.188,3.703000001,1.045,3.385,3.224,3.886,1.328,1.029,0.848,0.325999999,0.977,0.508000001,0.517,0.468
3/1/2006,3.941999999,2.251000001,3.633999999,1.047,3.396,3.161,3.836,1.302000001,1.040000001,0.884,0.325999999,0.935,0.508000001,0.517,0.471
4/1/2006,3.996,2.228,3.615,1.054,3.343,3.122999999,3.814,1.283,1.071999999,0.837,0.32,0.958,0.508,0.522,0.48
5/1/2006,3.921,2.24,3.63,1.033999999,3.309,3.066,3.701,1.206,1.086,0.849,0.331,1.021,0.514,0.533000001,0.499
6/1/2006,3.922,2.237,3.526,1.055,3.399,3.001,3.526,1.242,1.074000001,0.837,0.335999999,1.053,0.511,0.541,0.504000001
7/1/2006,3.888,2.147000001,3.551000001,1.04,3.508,3.083000001,3.581,1.213000001,1.071,0.854,0.339,1.146,0.508,0.556,0.505
8/1/2006,3.934,2.213,3.555000001,1.048,3.559000001,3.019,3.654,1.244,1.087999999,0.863,0.340999999,1.235,0.492,0.572,0.516000001
9/1/2006,3.959000001,2.202,3.592,1.063,3.552000001,3.049,3.755999999,1.254000001,1.083,0.878,0.341,1.256,0.479,0.563000001,0.515
10/1/2006,4.042,2.206,3.599,1.038,3.609999999,3.064000001,3.63,1.257,1.097000001,0.860000001,0.321,1.137999999,0.489,0.545,0.512
11/1/2006,3.931,2.205999999,3.560000001,1.049,3.443999999,2.985,3.712,1.354,1.143,0.868,0.317,1.089,0.498,0.517,0.513
12/1/2006,4.024,2.259000001,3.455999999,1.056999999,3.458,3.004,3.605,1.543,1.137000001,0.887,0.318,1.027,0.499,0.517,0.506
1/1/2007,4.009,2.185,3.482,1.033,3.51,3.067,3.771000001,1.549000001,1.153,0.856000001,0.346,1.034,0.504999999,0.517,0.519
2/1/2007,4.066,2.304,3.479,1.039,3.566,3.083,3.705,1.746,1.167999999,0.895,0.356,1.072,0.507,0.514,0.514
3/1/2007,4.078,2.292,3.547,1.063999999,3.464,3.072,3.768999999,1.634,1.161,0.91,0.357,1.067999999,0.51,0.518,0.518
4/1/2007,4.289,2.254,3.590000001,1.115,3.496,3.134999999,3.73,1.616,1.201,0.927999999,0.353999999,1.104000001,0.517,0.528999999,0.508
5/1/2007,4.087,2.307000001,3.705,1.118000001,3.651,3.258999999,3.738999999,1.504,1.192,0.862000001,0.350999999,1.112000001,0.503,0.53,0.513
6/1/2007,4.080999999,2.333000001,3.694,1.134,3.656999999,3.427000001,3.628999999,1.373000001,1.193,0.878,0.35,1.130000001,0.512,0.538000001,0.521
7/1/2007,4.064,2.365999999,3.694,1.13,3.723,3.736,3.756999999,1.502,1.209,0.893,0.353,1.184,0.509000001,0.544999999,0.522
8/1/2007,4.032,2.395,3.661,1.145,3.798000001,3.807,3.971999999,1.634,1.21,0.868,0.355,1.194,0.506,0.522,0.518
9/1/2007,4.156,2.372,3.601,1.142,3.784000001,3.840999999,4.051,1.825,1.212,0.871,0.359999999,1.177999999,0.505000001,0.520000001,0.518
10/1/2007,4.091,2.26,3.705999999,1.135,3.883,3.838,4.158,1.771000001,1.274,0.849,0.354999999,1.083,0.508,0.517,0.513
11/1/2007,4.217,2.289,3.558,1.161,3.656,3.904,3.884,1.862,1.235,0.844,0.388,1.103,0.515000001,0.526999999,0.510000001
12/1/2007,4.097,2.233999999,3.528,1.166,3.688000001,3.87,3.905,2.099000001,1.28,0.846,0.398000001,1.121,0.525,0.52,0.503
1/1/2008,4.071,2.328,3.608,1.163,3.651999999,3.870999999,3.994,2.175,1.281,1.017000001,0.420999999,1.161,0.521,0.525,0.519
2/1/2008,4.155999999,2.381,3.481,1.159,3.62,3.869,4.059,2.168,1.321,1.104,0.455,1.176,0.54,0.530999999,0.513
3/1/2008,4.127,2.292999999,3.533,1.168000001,3.622999999,3.781000001,4.008,2.203,1.35,1.079,0.489,1.209,0.597,0.542,0.504
4/1/2008,4.191,2.323,3.613000001,1.176000001,3.554,3.799,3.876,2.068999999,1.373,1.118,0.518,1.205,0.627,0.546,0.517
5/1/2008,4.158,2.312999999,3.684,1.194,3.637,3.760000001,3.938,1.93,1.37,1.101,0.534,1.254,0.63,0.562,0.521
6/1/2008,4.152999999,2.269,3.892000001,1.181,3.655,3.773,3.929,1.919999999,1.373,1.117,0.529,1.362000001,0.632999999,0.598000001,0.525
7/1/2008,4.358999999,2.258,3.861,1.191,3.605,3.961,4.182,2.011,1.384000001,1.148,0.544,1.452,0.627000001,0.672,0.525
8/1/2008,4.355000001,2.371,3.908,1.223,3.842,3.886,4.188,1.854,1.381,1.139,0.539,1.58,0.634,0.724,0.534999999
9/1/2008,4.296,2.419,3.920999999,1.214,3.725,3.773,4.089,1.978000001,1.379,1.147,0.531999999,1.584,0.631,0.763,0.563
10/1/2008,4.291999999,2.402,3.822,1.205,3.744999999,3.656,4.021,1.858000001,1.392999999,1.189,0.521000001,1.417,0.629,0.731,0.564
11/1/2008,4.335999999,2.357,3.778,1.304,3.597,3.734,4.08,1.838,1.377,1.147000001,0.494000001,1.259,0.626,0.698999999,0.528
12/1/2008,4.166,2.406,3.803000001,1.305,3.67,3.681,4.141,1.834,1.415,1.134,0.503999999,1.179,0.617,0.678,0.534
1/1/2009,4.099000001,2.357,3.692,1.292,3.73,3.575,4.124,1.849999999,1.381,1.131,0.517,1.233,0.629,0.676,0.569
2/1/2009,4.268,2.436,3.606,1.29,3.620000001,3.319000001,4.049,1.794999999,1.404,1.132999999,0.509,1.191,0.641,0.66,0.569000001
3/1/2009,4.134,2.269,3.679,1.301000001,3.589999999,3.116,3.885000001,1.693,1.41,1.139,0.503,1.194999999,0.633999999,0.652,0.571
4/1/2009,4.02,2.251,3.565,1.296,3.581,3.084,3.776,1.774,1.395,1.122,0.485000001,1.202000001,0.629,0.62,0.568
5/1/2009,4.006,2.257,3.702,1.303999999,3.663,3.068,3.92,1.501,1.413000001,1.174000001,0.514999999,1.147,0.622,0.616,0.561
6/1/2009,4.036,2.233999999,3.701,1.282,3.621,3.009,3.9,1.529,1.384999999,1.178,0.516,1.182999999,0.617,0.634,0.562
7/1/2009,3.869,2.147,3.729,1.261,3.639999999,2.992,3.881,1.495,1.391000001,1.198,0.519,1.192999999,0.616000001,0.641,0.556
8/1/2009,3.902000001,2.134,3.764999999,1.286999999,3.588,2.979,3.902000001,1.632000001,1.375,1.226,0.517,1.217,0.611000001,0.638,0.555999999
9/1/2009,3.892,2.138000001,3.566,1.257999999,3.592,2.981,3.82,1.627,1.34,1.141000001,0.510000001,1.212,0.604999999,0.612,0.58
10/1/2009,3.868999999,2.177,3.621,1.244,3.603,3.046000001,3.881,1.595,1.392000001,1.168,0.5,1.129,0.598,0.592000001,0.579
11/1/2009,3.951,2.062000001,3.578000001,1.256,3.497999999,3.034000001,3.838,1.705,1.373,1.193,0.458,1.162999999,0.561,0.561,0.577
12/1/2009,3.98,2.186,3.508,1.267,3.570000001,3.105000001,3.858,1.772000001,1.389999999,1.169,0.464,1.114,0.571,0.56,0.595999999
1/1/2010,3.901999999,2.279,3.672,1.265,3.63,3.236,3.875,1.789,1.360000001,1.147,0.491,1.141,0.585999999,0.563,0.613000001
2/1/2010,3.981000001,2.277,3.747,1.265,3.642,3.202999999,3.943,1.872,1.361,1.163,0.495999999,1.152999999,0.587,0.555,0.634
3/1/2010,4.011000001,2.239999999,3.566,1.231,3.669,3.188,3.914,1.822,1.368,1.145,0.478999999,1.173,0.575,0.557,0.636
4/1/2010,4.169,2.364,3.734,1.23,3.643,3.140000001,3.939,1.779,1.363000001,1.132,0.472999999,1.2,0.580000001,0.553,0.637
5/1/2010,4.172,2.309,3.895,1.259000001,3.862,3.178,3.912,1.523,1.358999999,1.092,0.484999999,1.259000001,0.571,0.571,0.635000001
6/1/2010,4.107,2.399999999,3.867,1.239,4.046,3.297,4.074,1.494,1.383,1.117,0.484,1.262,0.577,0.585,0.622999999
7/1/2010,4.063,2.453,3.865,1.28,4.213,3.313,3.956000001,1.441000001,1.36,1.103,0.484,1.29,0.583,0.592999999,0.622
8/1/2010,3.997,2.502,3.928,1.254,4.353,3.303,3.811,1.519,1.372,1.118,0.489000001,1.304999999,0.576,0.621,0.604
9/1/2010,4.044,2.398,3.977,1.276000001,4.574,3.278,3.864,1.753,1.385999999,1.147999999,0.483,1.259000001,0.573,0.597,0.63
10/1/2010,4.232,2.397,3.893999999,1.302000001,4.773000001,3.320999999,4.004,1.456,1.407000001,1.153,0.472,1.179999999,0.58,0.579,0.622
11/1/2010,4.260000001,2.394,3.825,1.276999999,4.697000001,3.327,3.836,1.675000001,1.375,1.141,0.446,1.224999999,0.581,0.568,0.644
12/1/2010,4.361,2.378,3.808,1.280000001,4.16,3.318000001,3.797,1.793,1.386,1.191,0.441,1.196000001,0.587000001,0.582,0.643000001
1/1/2011,4.451,2.533000001,3.921,1.241,4.25,3.301,3.758,1.805999999,1.401,1.208999999,0.476999999,1.241,0.596000001,0.603,0.652
2/1/2011,4.365,2.659,4.093,1.265999999,4.366000001,3.356999999,3.734,1.708,1.398000001,1.116,0.494,1.311,0.625,0.611,0.660000001
3/1/2011,4.430999999,2.715,4.086,1.269000001,4.537000001,3.502999999,3.827999999,1.732,1.415,1.197,0.508000001,1.283000001,0.621,0.636,0.664
4/1/2011,4.528,2.721999999,3.967,1.260999999,4.662,3.596999999,3.890999999,1.727,1.42,1.173,0.499999999,1.345,0.620999999,0.653000001,0.663999999
5/1/2011,4.507000001,2.693999999,4.055,1.301999999,4.77,3.653,4.052000001,1.692,1.472000001,1.231,0.521000001,1.306,0.616999999,0.693,0.675
6/1/2011,4.403,2.773999999,4.065,1.305,4.839999999,3.622,3.922,1.683,1.49,1.248,0.528,1.317000001,0.614,0.685000001,0.684000001
7/1/2011,4.583,2.818,4.005999999,1.305999999,4.755,3.654,4.093000001,1.647,1.513,1.269,0.533,1.374,0.611,0.717,0.689
8/1/2011,4.562,2.818999999,4.126999999,1.296000001,4.77,3.713,4.204,1.710999999,1.474,1.279,0.537,1.529000001,0.606,0.755000001,0.701000001
9/1/2011,4.644999999,2.868000001,4.207999999,1.294,4.818999999,3.715,4.281,1.947,1.477,1.27,0.55,1.505,0.607,0.735,0.702
10/1/2011,4.583,2.875999999,4.082000001,1.312,4.586,3.622,4.360000001,1.871000001,1.457,1.279000001,0.542,1.409000001,0.607,0.682999999,0.704
11/1/2011,4.811,2.899000001,4.060000001,1.304,4.636999999,3.557,4.367,1.836000001,1.399,1.328000001,0.517,1.318,0.598,0.686000001,0.698
12/1/2011,4.752,2.921,3.966,1.34,4.549999999,3.565,4.303,1.874,1.42,1.306,0.51,1.266,0.599,0.666,0.703
